Satellite 1,NORAD ID 1,Altitude Range [km],Satellite 2,NORAD ID 2,Altitude Range [km],"Conjunction Node Position [eci, km]",Collision Point A or B,Conjunction Point Altitude [km],Will they Collide?,Time Until Collision [days],Synodic Period [days],Collision Frequency [1/days]
ONEWEB-0025,45138,"[7595.782322459415, 7598.1753707961025]",ONEWEB-0474,51654,"[7595.7170663684465, 7598.1982327367905]",[-456.77007517 -142.74071994 7580.73118173],0,1217.6841579976153,True,0.018416876389339146,0.0762708553987743,13.111168017870039
ONEWEB-0036,45144,"[7595.741340387959, 7598.186043303996]",ONEWEB-0044,45150,"[7595.843261460027, 7598.073728474149]",[-153.30627216 -242.87522165 7590.40884996],0,1217.7038156037597,True,0.018927303042381743,0.07627062717628941,13.1112072500549
ONEWEB-0040,45147,"[7595.673510372937, 7598.2686356914855]",ONEWEB-0444,51638,"[7595.707072668015, 7598.206471446021]",[-981.9534041    31.59751989 7531.87655569],0,1217.5456777612708,True,0.017528758455833918,0.07627073833277172,13.111188141865986
ONEWEB-0045,45151,"[7591.667280762966, 7594.191170437556]",ONEWEB-0029,45445,"[7591.7595298085735, 7594.090557797021]",[-215.34292801 -192.02055369 7586.20241153],0,1213.5499995037571,True,0.018905011215018024,0.07620987848255555,13.121658502957725
ONEWEB-0047,45152,"[7595.626617093577, 7598.308346614672]",ONEWEB-0416,51625,"[7595.581966550271, 7598.2849554756995]",[-1651.26277644   256.42701922  7409.53443023],0,1217.4949056271234,True,0.016383206999413653,0.07627068425165784,13.11119743859206
ONEWEB-0047,45152,"[7595.626617093577, 7598.308346614672]",ONEWEB-0444,51638,"[7595.707072668015, 7598.206471446021]",[ 512.99180111 -460.82370786 7564.3612039 ],0,1217.5907137119675,True,0.02004800740303091,0.07627068425165784,13.11119743859206
ONEWEB-0047,45152,"[7595.626617093577, 7598.308346614672]",ONEWEB-0448,51641,"[7595.647804323311, 7598.279392513804]",[ -86.9666214  -264.66382055 7590.57901502],0,1217.5525614776607,True,0.019038428216687647,0.07627068425165784,13.11119743859206
ONEWEB-0051,45155,"[7591.481304224138, 7594.39091734179]",ONEWEB-0715,55176,"[7591.350985962193, 7594.515720583838]",[ 123.03116264 -413.89724349 7579.23847298],0,1213.3913985186036,True,0.01955030727566121,0.07620998214196824,13.121640655119743
ONEWEB-0052,45156,"[7595.766765550985, 7598.187162411708]",ONEWEB-0425,51628,"[7595.851383254853, 7598.09856845271]",[ -87.1271241  -264.69111338 7590.84432362],0,1217.820481887181,True,0.01903853163671344,0.07627082704716646,13.111172891590547
ONEWEB-0054,45158,"[7595.5568610239425, 7598.346461673989]",ONEWEB-0416,51625,"[7595.581966550271, 7598.2849554756995]",[-1272.85345684   129.07738388  7487.04791777],0,1217.434302843949,True,0.017032834056010932,0.07627044600393697,13.111238394336667
ONEWEB-0056,45159,"[7595.771390545667, 7598.184190691967]",ONEWEB-0438,51634,"[7595.726052829715, 7598.2102614170935]",[-476.62083759 -136.21853715 7579.62517813],0,1217.680319656888,True,0.0183831699026736,0.07627083949586656,13.111170751623813
ONEWEB-0056,45159,"[7595.771390545667, 7598.184190691967]",ONEWEB-0458,51648,"[7595.754571763062, 7598.1977592978965]",[ 101.35340117 -326.52586806 7588.14908755],0,1217.7104332546296,True,0.01935567298586913,0.07627083949586656,13.111170751623813
ONEWEB-0057,45160,"[7595.680975681998, 7598.265465971723]",ONEWEB-0416,51625,"[7595.581966550271, 7598.2849554756995]",[-1835.61801966   318.78375073  7363.64412849],0,1217.5441047342329,True,0.01606406780957116,0.07627077067735227,13.11118258172968
ONEWEB-0057,45160,"[7595.680975681998, 7598.265465971723]",ONEWEB-0444,51638,"[7595.707072668015, 7598.206471446021]",[ 747.63756601 -536.9674619  7539.79031886],0,1217.6337994407613,True,0.020444439241795957,0.07627077067735227,13.11118258172968
ONEWEB-0057,45160,"[7595.680975681998, 7598.265465971723]",ONEWEB-0448,51641,"[7595.647804323311, 7598.279392513804]",[  63.46001742 -314.02314014 7588.97204403],0,1217.5943269626432,True,0.01929171527020876,0.07627077067735227,13.11118258172968
ONEWEB-0062,45163,"[7595.36995822715, 7598.545486555109]",ONEWEB-0415,51624,"[7595.362769904525, 7598.545893769564]",[-309.01100909 -191.56593951 7586.69963738],0,1217.2692893840122,True,0.018664152128024934,0.07627053727972136,13.111222703630775
STARLINK-1200,45181,"[6924.561780892979, 6926.548030039868]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4157.70329578   768.26249108 -5486.3019193 ],0,548.3507608058544,True,0.048356105116804125,0.06638639818063162,15.06332663626496
STARLINK-1202,45183,"[6924.536954453976, 6926.5744529420035]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4152.16454705   784.95552624 -5488.22696642],0,548.4249782777861,True,0.04838278490803884,0.06638640965806285,15.063324031992543
STARLINK-1205,45184,"[6924.54006643587, 6926.71471343631]",STARLINK-1269,45197,"[6924.5087028809285, 6926.637624071382]",[4163.50871606 -568.43134402 5503.75917602],0,546.4051573745292,True,0.018992762103805273,0.06638744040660231,15.063090154934619
STARLINK-1216,45185,"[6924.681101535679, 6926.491449788136]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4152.48799436   783.81171936 -5488.02647756],0,548.3304959961351,True,0.048381284806690544,0.06638684923979045,15.063224289918967
STARLINK-1224,45186,"[6924.623956303865, 6926.514636721813]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4158.82781899   764.91840221 -5485.93457083],0,548.3647942326925,True,0.04835139770105892,0.06638660510345158,15.063279684835214
STARLINK-1225,45187,"[6924.5619938052605, 6926.556554876271]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4158.64923415   765.54307982 -5486.04169544],0,548.411429333124,True,0.048352112384937015,0.06638646099882049,15.063312382592096
STARLINK-1230,45189,"[6924.571327428795, 6926.529873138555]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4158.45844554   766.02993557 -5486.06206006],0,548.3668390443117,True,0.048352902937598724,0.06638633627825649,15.063340682162782
STARLINK-1240,45194,"[6924.603610926819, 6926.4970563880415]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4152.80411119   782.89667937 -5487.9362534 ],0,548.3450448619305,True,0.04838046474724367,0.06638633244455279,15.06334155204643
STARLINK-1244,45196,"[6924.516313906837, 6926.606448331659]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4157.34142766   769.53855245 -5486.52434023],0,548.4513857632683,True,0.04835846601156673,0.06638649129130071,15.063305509129085
STARLINK-1269,45197,"[6924.5087028809285, 6926.637624071382]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4157.89235738   767.94334077 -5486.36684902],0,548.4802863955401,True,0.04835568147297269,0.06638666070493171,15.063267068736781
STARLINK-1219,45210,"[6924.5099646981425, 6926.595941247578]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-3898.52602166  1467.93515208 -5533.9291444 ],0,548.4574393681842,True,0.0494976735149678,0.06638637010656222,15.063333006380946
STARLINK-1187,45219,"[6924.553056936374, 6926.652899759409]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[ 3583.91668149 -2168.11723202  5514.01488893],0,546.4244523201232,True,0.017476461518977734,0.06638708940127007,15.063169797302015
STARLINK-1212,45223,"[6924.602779884634, 6926.547481381317]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[ 3625.08032121 -2082.95946714  5519.984468  ],0,546.4681153835763,True,0.017330131810913182,0.0663866889898791,15.063260650827967
STARLINK-1222,45228,"[6924.646705157424, 6926.461200293038]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[ 3606.2566197  -2122.21357255  5517.41743715],0,546.5126251059382,True,0.01739797256358608,0.06638638448157322,15.063329744634137
STARLINK-1235,45232,"[6833.619279600053, 6850.76170365778]",PACE-1,48909,"[6841.763478253092, 6852.169497921687]",[ 2653.47595287  4601.24336375 -4326.47029942],0,472.4630012146372,True,0.9546799079455246,62.32293181514531,0.01604545824265903
STARLINK-1246,45235,"[6924.612600197981, 6926.604405203358]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4158.97147192   764.67351824 -5485.98266173],0,548.4620975739326,True,0.048350380457997104,0.06638716883387169,15.063151774139005
STARLINK-1297,45395,"[6924.510173786968, 6926.474243377321]",STARLINK-1681,46559,"[6924.584903950168, 6926.325963446199]",[-133.70317811 4194.06645197 5508.26252349],0,546.3865194195332,True,0.015552905664867849,0.06638549669093993,15.063531190487826
STARLINK-1298,45413,"[6924.501421009636, 6926.615101390954]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4653.25121371 -3146.15502285 -4052.3114182 ],0,548.0644203850434,True,0.041847028146123504,0.06638644643130213,15.063315688011974
ONEWEB-0066,45424,"[7591.808722719362, 7594.071418860457]",ONEWEB-0081,45429,"[7591.7599855255685, 7594.110758316716]",[ 686.89770239 -782.66993247 7520.0644921 ],0,1213.6856166103862,True,0.020633269032938602,0.07621004176161211,13.121630389969313
ONEWEB-0066,45424,"[7591.808722719362, 7594.071418860457]",ONEWEB-0096,45439,"[7591.724831432851, 7594.151534476124]",[-126.02797343 -250.70224602 7586.62191058],0,1213.672183606237,True,0.01907686794093915,0.07621004176161211,13.121630389969313
ONEWEB-0066,45424,"[7591.808722719362, 7594.071418860457]",ONEWEB-0029,45445,"[7591.7595298085735, 7594.090557797021]",[-101.38316963 -266.9101431  7586.43850189],0,1213.6723175807238,True,0.019123981023296033,0.07621004176161211,13.121630389969313
ONEWEB-0067,45425,"[7591.842405813237, 7594.07625444816]",ONEWEB-0029,45445,"[7591.7595298085735, 7594.090557797021]",[-465.42747799  -27.31654057 7577.52068153],0,1213.713144048338,True,0.018427311525560694,0.07621033171966846,13.121580465997614
ONEWEB-0067,45425,"[7591.842405813237, 7594.07625444816]",ONEWEB-0087,45451,"[7591.837340573761, 7594.060556025824]",[-601.55329187   62.67613767 7567.71794851],0,1213.7105754881268,True,0.018166199579023982,0.07621033171966846,13.121580465997614
ONEWEB-0067,45425,"[7591.842405813237, 7594.07625444816]",ONEWEB-0086,45456,"[7591.916925989003, 7593.9518324026285]",[-5.15088949e+02  5.49663007e+00  7.57435322e+03],0,1213.712147893838,True,0.018332106892885516,0.07621033171966846,13.121580465997614
ONEWEB-0067,45425,"[7591.842405813237, 7594.07625444816]",ONEWEB-0621,55162,"[7591.857536716579, 7594.010892859892]",[-350.46086157 -103.20016806 7583.05706674],0,1213.715709824929,True,0.018647509990960882,0.07621033171966846,13.121580465997614
ONEWEB-0090,45427,"[7591.617973011454, 7594.257278130101]",ONEWEB-0018,45434,"[7591.629219020008, 7594.236632186661]",[ -81.09471459 -280.25705864 7586.05069636],0,1213.5219451434896,True,0.019161446970376018,0.07621000494776226,13.121636728477378
ONEWEB-0090,45427,"[7591.617973011454, 7594.257278130101]",ONEWEB-0060,45455,"[7591.672396180556, 7594.200844075057]",[-164.28339355 -225.52422664 7586.52568893],0,1213.517776067707,True,0.0190023997062957,0.07621000494776226,13.121636728477378
ONEWEB-0061,45428,"[7591.644250373342, 7594.239517909342]",ONEWEB-0083,45435,"[7591.631551915183, 7594.245041276871]",[-923.52115219  275.95951411 7530.21325565],0,1213.5134560916104,True,0.017545369156287006,0.07621006906241957,13.121625689394845
ONEWEB-0061,45428,"[7591.644250373342, 7594.239517909342]",ONEWEB-0092,45437,"[7591.654919430849, 7594.20614408952]",[-290.0422019  -142.86664185 7584.78164557],0,1213.5326429138713,True,0.018761915177338894,0.07621006906241957,13.121625689394845
ONEWEB-0061,45428,"[7591.644250373342, 7594.239517909342]",ONEWEB-0042,45441,"[7591.73027819025, 7594.149388821205]",[-292.04025285 -141.55090388 7584.72956526],0,1213.532562471105,True,0.018758093283767194,0.07621006906241957,13.121625689394845
ONEWEB-0061,45428,"[7591.644250373342, 7594.239517909342]",ONEWEB-0063,45448,"[7591.661404720415, 7594.220225775154]",[ -85.57396658 -277.33602948 7586.12844725],0,1213.5415360791985,True,0.01915280088991489,0.07621006906241957,13.121625689394845
ONEWEB-0061,45428,"[7591.644250373342, 7594.239517909342]",ONEWEB-0060,45455,"[7591.672396180556, 7594.200844075057]",[-312.34787744 -128.17623359 7584.15744143],0,1213.5317519775354,True,0.018719245424331652,0.07621006906241957,13.121625689394845
ONEWEB-0081,45429,"[7591.7599855255685, 7594.110758316716]",ONEWEB-0029,45445,"[7591.7595298085735, 7594.090557797021]",[-135.15472194 -244.72814643 7586.62456335],0,1213.636898746192,True,0.019058832306365986,0.0762099710180807,13.121642570402651
ONEWEB-0069,45430,"[7591.571993640563, 7594.305451580703]",ONEWEB-0018,45434,"[7591.629219020008, 7594.236632186661]",[ -75.81577526 -283.72501416 7585.92761578],0,1213.4732183431406,True,0.01917138704630068,0.07621002146417921,13.121633884725085
ONEWEB-0069,45430,"[7591.571993640563, 7594.305451580703]",ONEWEB-0083,45435,"[7591.631551915183, 7594.245041276871]",[-170.20568305 -221.62365538 7586.46086153],0,1213.4685892465695,True,0.018990926182026545,0.07621002146417921,13.121633884725085
ONEWEB-0069,45430,"[7591.571993640563, 7594.305451580703]",ONEWEB-0019,45449,"[7591.498986082102, 7594.370634027266]",[-387.96362959  -78.07332993 7581.2742376 ],0,1213.459030371907,True,0.01857426026135122,0.07621002146417921,13.121633884725085
ONEWEB-0069,45430,"[7591.571993640563, 7594.305451580703]",ONEWEB-0617,55158,"[7591.52338344165, 7594.354030991701]",[ -12.58870206 -325.28229221 7584.63105449],0,1213.476483170436,True,0.01929224833332142,0.07621002146417921,13.121633884725085
ONEWEB-0027,45432,"[7567.861726253982, 7570.8183104651525]",ONEWEB-0295,49084,"[7567.769219091596, 7570.65763093458]",[-714.95968495  393.772466   7523.75125414],0,1189.7594739414444,True,0.017705966317404065,0.07585500879274364,13.183045073955103
ONEWEB-0027,45432,"[7567.861726253982, 7570.8183104651525]",ONEWEB-0452,51644,"[7567.824753057743, 7569.753280499219]",[-261.3220556  -120.82309174 7562.45310371],0,1189.7943145700228,True,0.018802009674929003,0.07585500879274364,13.183045073955103
ONEWEB-0027,45432,"[7567.861726253982, 7570.8183104651525]",ONEWEB-0532,55140,"[7567.7709332877175, 7570.550329071485]",[-1028.85840728   751.89544486  7459.81894493],0,1189.7421661487197,True,0.01693962642251713,0.07585500879274364,13.183045073955103
ONEWEB-0027,45432,"[7567.861726253982, 7570.8183104651525]",ONEWEB-0629,55170,"[7567.851144020907, 7569.75394098009]",[-206.47756405 -182.80508962 7562.91009794],0,1189.799299598396,True,0.018933990191264873,0.07585500879274364,13.183045073955103
ONEWEB-0083,45435,"[7591.631551915183, 7594.245041276871]",ONEWEB-0092,45437,"[7591.654919430849, 7594.20614408952]",[  58.53237163 -371.77947211 7582.35581935],0,1213.553574944739,True,0.01942782628570388,0.07621001505034204,13.121634989042189
ONEWEB-0083,45435,"[7591.631551915183, 7594.245041276871]",ONEWEB-0029,45445,"[7591.7595298085735, 7594.090557797021]",[ 209.37170521 -470.55932222 7574.20944285],0,1213.5631568087392,True,0.01971610494578125,0.07621001505034204,13.121634989042189
ONEWEB-0083,45435,"[7591.631551915183, 7594.245041276871]",ONEWEB-0060,45455,"[7591.672396180556, 7594.200844075057]",[-153.02812918 -232.91787871 7586.56124153],0,1213.541326827636,True,0.019023569210854088,0.07621001505034204,13.121634989042189
ONEWEB-0095,45436,"[7591.415572849709, 7594.478567697857]",ONEWEB-0617,55158,"[7591.52338344165, 7594.354030991701]",[-153.15934679 -232.96119004 7586.62095625],0,1213.604976343806,True,0.019021826134487347,0.07621014714195416,13.12161224590385
ONEWEB-0095,45436,"[7591.415572849709, 7594.478567697857]",ONEWEB-0622,55163,"[7591.3805659132795, 7594.492151233022]",[-153.08453589 -233.01037937 7586.62096671],0,1213.6049874883201,True,0.019021969135645442,0.07621014714195416,13.12161224590385
ONEWEB-0085,45438,"[7591.679576982634, 7594.201951904582]",ONEWEB-0096,45439,"[7591.724831432851, 7594.151534476124]",[-202.72095064 -200.27221654 7586.35098261],0,1213.5641253049116,True,0.018929161847815686,0.07621005220487481,13.121628591877995
ONEWEB-0085,45438,"[7591.679576982634, 7594.201951904582]",ONEWEB-0042,45441,"[7591.73027819025, 7594.149388821205]",[-153.11020237 -232.91256304 7586.5844174 ],0,1213.565978809912,True,0.019024011389047718,0.07621005220487481,13.121628591877995
ONEWEB-0085,45438,"[7591.679576982634, 7594.201951904582]",ONEWEB-0029,45445,"[7591.7595298085735, 7594.090557797021]",[-128.8876598  -248.84185953 7586.52977157],0,1213.566911164121,True,0.01907031499343957,0.07621005220487481,13.121628591877995
ONEWEB-0085,45438,"[7591.679576982634, 7594.201951904582]",ONEWEB-0060,45455,"[7591.672396180556, 7594.200844075057]",[-202.92888353 -200.13536852 7586.34902723],0,1213.5641176949648,True,0.018928764260312075,0.07621005220487481,13.121628591877995
ONEWEB-0096,45439,"[7591.724831432851, 7594.151534476124]",ONEWEB-0029,45445,"[7591.7595298085735, 7594.090557797021]",[ -58.32871078 -295.17033803 7585.76807405],0,1213.595677080838,True,0.019205524806884165,0.07621001333941871,13.121635283624364
ONEWEB-0096,45439,"[7591.724831432851, 7594.151534476124]",ONEWEB-0060,45455,"[7591.672396180556, 7594.200844075057]",[-203.03448284 -200.06723276 7586.37675066],0,1213.5928491080467,True,0.018928949906674184,0.07621001333941871,13.121635283624364
ONEWEB-0037,45440,"[7591.737606658209, 7594.1460878121525]",ONEWEB-0042,45441,"[7591.73027819025, 7594.149388821205]",[-305.56607096 -132.65297542 7584.47555273],0,1213.6504605081755,True,0.018732476577749187,0.07621006850678098,13.121625785063065
ONEWEB-0037,45440,"[7591.737606658209, 7594.1460878121525]",ONEWEB-0029,45445,"[7591.7595298085735, 7594.090557797021]",[-294.14981158 -140.17714346 7584.79218627],0,1213.651080028797,True,0.018754320405526624,0.07621006850678098,13.121625785063065
ONEWEB-0037,45440,"[7591.737606658209, 7594.1460878121525]",ONEWEB-0063,45448,"[7591.661404720415, 7594.220225775154]",[-240.70761807 -175.38513522 7585.94693682],0,1213.6540292159507,True,0.018856553378683385,0.07621006850678098,13.121625785063065
ONEWEB-0037,45440,"[7591.737606658209, 7594.1460878121525]",ONEWEB-0060,45455,"[7591.672396180556, 7594.200844075057]",[-313.5512395  -127.38950835 7584.23943667],0,1213.6500293750705,True,0.018717196662818816,0.07621006850678098,13.121625785063065
ONEWEB-0042,45441,"[7591.73027819025, 7594.149388821205]",ONEWEB-0060,45455,"[7591.672396180556, 7594.200844075057]",[-339.62476026 -110.22622656 7583.35099734],0,1213.6155741874172,True,0.01866728435696162,0.0762100381891941,13.121631005058216
ONEWEB-0098,45442,"[7591.478659630112, 7594.4201682330695]",ONEWEB-0398,50478,"[7591.336400557009, 7594.54213951682]",[-153.03108988 -233.01941352 7586.38927485],0,1213.3726516538172,True,0.019023118881699577,0.07621018242677544,13.121606170682295
ONEWEB-0098,45442,"[7591.478659630112, 7594.4201682330695]",ONEWEB-0715,55176,"[7591.350985962193, 7594.515720583838]",[-118.6721371  -255.57983193 7586.27969891],0,1213.3742985976805,True,0.01908876707746542,0.07621018242677544,13.121606170682295
ONEWEB-0046,45447,"[7591.811589807461, 7594.060617481361]",ONEWEB-0086,45456,"[7591.916925989003, 7593.9518324026285]",[-121.17161701 -253.90500207 7586.68122761],0,1213.7588343849138,True,0.019085206433731242,0.0762099820344942,13.12164067362435
ONEWEB-0046,45447,"[7591.811589807461, 7594.060617481361]",ONEWEB-0621,55162,"[7591.857536716579, 7594.010892859892]",[ -64.27186994 -291.32431591 7586.03588342],0,1213.7627065842762,True,0.019193983959240338,0.0762099820344942,13.12164067362435
ONEWEB-0063,45448,"[7591.661404720415, 7594.220225775154]",ONEWEB-0060,45455,"[7591.672396180556, 7594.200844075057]",[-459.02856293  -31.56104271 7577.78383823],0,1213.6026701937444,True,0.018438026703784825,0.07621005296975414,13.121628460183265
ONEWEB-0087,45451,"[7591.837340573761, 7594.060556025824]",ONEWEB-0086,45456,"[7591.916925989003, 7593.9518324026285]",[-456.52389915  -33.15087628 7578.03694113],0,1213.7110577668545,True,0.018444150289859206,0.07621017541647908,13.121607377691037
ONEWEB-0087,45451,"[7591.837340573761, 7594.060556025824]",ONEWEB-0621,55162,"[7591.857536716579, 7594.010892859892]",[-240.3863136  -175.63647942 7586.01427932],0,1213.7169500388136,True,0.01885784637279023,0.07621017541647908,13.121607377691037
ONEWEB-0082,45452,"[7591.615496595895, 7594.283659077547]",ONEWEB-0034,45454,"[7591.694443433808, 7594.195559517294]",[-110.20270611 -261.14092026 7586.34760285],0,1213.5037428152991,True,0.019105715993348732,0.07621018489444102,13.121605745808166
ONEWEB-0082,45452,"[7591.615496595895, 7594.283659077547]",ONEWEB-0541,55142,"[7591.659906705713, 7594.227840323736]",[-117.6252052  -256.26382767 7586.40216148],0,1213.5034415627615,True,0.01909153070647813,0.07621018489444102,13.121605745808166
ONEWEB-0034,45454,"[7591.694443433808, 7594.195559517294]",ONEWEB-0060,45455,"[7591.672396180556, 7594.200844075057]",[-525.61928088   12.36255073 7573.48368151],0,1213.57450237167,True,0.01831099476741252,0.07621011599527183,13.121617608639268
ONEWEB-0034,45454,"[7591.694443433808, 7594.195559517294]",ONEWEB-0541,55142,"[7591.659906705713, 7594.227840323736]",[-153.06925016 -232.98799902 7586.60569076],0,1213.5887267443586,True,0.01902387859810104,0.07621011599527183,13.121617608639268
ONEWEB-0086,45456,"[7591.916925989003, 7593.9518324026285]",ONEWEB-0621,55162,"[7591.857536716579, 7594.010892859892]",[ 154.95987568 -434.97527133 7577.87023678],0,1213.7885380461303,True,0.019613740376592907,0.07620995607216803,13.12164514375309
STARLINK-1327,45555,"[6924.506475674676, 6926.609075015271]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4544.81896933  -738.6210591  -5174.46202995],0,548.3338064261861,True,0.04592927180255284,0.06638643944539432,15.063317273138932
STARLINK-1354,45562,"[6924.510160167196, 6926.7166605997445]",STARLINK-1357,45565,"[6924.459095216276, 6926.657267383021]",[-3452.67635525 -2363.58847678 -5520.12410071],0,548.5717847604355,True,0.04897055461497837,0.06638723939963302,15.063135762887708
STARLINK-1355,45563,"[6924.521782220737, 6926.570358748387]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4544.53451448  -736.94506791 -5174.98758687],0,548.361286342647,True,0.045931797178627026,0.06638627114623984,15.063355460907532
STARLINK-1356,45564,"[6924.441089916742, 6926.7583955906675]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4544.71214728  -737.75065802 -5174.78500736],0,548.4122424020225,True,0.0459297223140964,0.06638704287788659,15.063180353422524
STARLINK-1357,45565,"[6924.459095216276, 6926.657267383021]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4544.96312586  -739.2346082  -5174.31859119],0,548.3866955114654,True,0.04592787805365426,0.06638644528244457,15.063315948691757
STARLINK-1358,45566,"[6924.645428279865, 6926.512564377275]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4542.11397202  -723.81240467 -5178.87132274],0,548.2915103789583,True,0.04595369440500146,0.06638674457315456,15.063248038892082
STARLINK-1361,45567,"[6924.581999440081, 6926.593190077598]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4541.81906613  -722.03336328 -5179.43780451],0,548.3360258579905,True,0.0459566644542398,0.06638686820656592,15.063219986345072
STARLINK-1376,45570,"[6924.565240795319, 6926.540408460903]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4544.13521708  -734.93577535 -5175.54637758],0,548.3033391253402,True,0.0459352256484873,0.06638636826114813,15.063333425112797
STARLINK-1320,45572,"[6924.50425971779, 6926.602702422555]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4419.42326766  -142.82900262 -5331.59502553],0,548.4500137442174,True,0.04688979760412972,0.06638637769984708,15.063331283434424
STARLINK-1328,45576,"[6924.566253516178, 6926.5857514785075]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4463.07374235  -331.63145291 -5286.58773055],0,548.407339208633,True,0.046585636338523986,0.06638670152606328,15.063257806345478
STARLINK-1331,45578,"[6924.63058812384, 6926.5378940238315]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4460.68174384  -321.02762035 -5289.18837387],0,548.3522988519253,True,0.04660293395676643,0.06638681998525306,15.063230927797665
STARLINK-1332,45579,"[6924.569849933324, 6926.599046176604]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4033.90877248  1120.05541081 -5518.2229119 ],0,548.4587160299252,True,0.048927488044929024,0.06638682296135268,15.063230252517936
STARLINK-1333,45580,"[6924.57065360365, 6926.520887292608]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4545.14490029  -740.57573224 -5173.84196139],0,548.2931932046822,True,0.04592616074442265,0.06638626683214686,15.063356439795472
STARLINK-1349,45587,"[6924.51376726496, 6926.614983496451]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4460.92656049  -321.89520952 -5289.03566318],0,548.4336197463126,True,0.046601224217709916,0.06638653434453265,15.063295740220491
STARLINK-1364,45589,"[6924.53896088808, 6926.552909646055]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4464.50436485  -338.31672618 -5284.85341461],0,548.329129624326,True,0.04657444235109443,0.06638626920200645,15.063355902063195
XINGYUN-2 02,45603,"[6914.457641327497, 6928.626037472749]",STARLINK-1826,46723,"[6924.4933491116735, 6926.68322012727]",[-1053.88919795  6296.48039093  2683.4245104 ],0,546.9705701340854,True,49.68709556560124,66.32870437675349,0.015076428966860301
XINGYUN-2 02,45603,"[6914.457641327497, 6928.626037472749]",STARLINK-3660,51977,"[6917.147525541657, 6919.087365673405]",[ -176.37078344  5905.19925783 -3600.64854898],0,540.4723184360391,True,58.96304013491853,66.32870437675349,0.015076428966860301
XINGYUN-2 02,45603,"[6914.457641327497, 6928.626037472749]",STARLINK-3654,52003,"[6917.081974802758, 6919.15325921729]",[ -176.47536968  5905.5159826  -3600.12504323],0,540.4728967801975,True,58.96304108124413,66.32870437675349,0.015076428966860301
STARLINK-1443,45660,"[6924.6111956204395, 6926.510184361634]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4367.75018791    62.41833841 -5375.35967218],0,548.3072074049351,True,0.04721846161168295,0.06638648135385881,15.063307763966518
STARLINK-1448,45665,"[6924.5949926881, 6926.552159780743]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4367.68003601    62.84171901 -5375.49452223],0,548.3714521096126,True,0.04721979151136059,0.06638666663981452,15.063265722100036
STARLINK-1452,45669,"[6924.559863412248, 6926.557194491998]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4372.63155774    43.92151494 -5371.69036794],0,548.3984433624046,True,0.04718972006250095,0.06638645028119233,15.063314814458543
STARLINK-1454,45671,"[6924.60434049983, 6926.513024472723]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4372.43076185    44.53332847 -5371.76361833],0,548.3324004767455,True,0.04719087504107665,0.06638645248879496,15.0633143135459
STARLINK-1458,45675,"[6924.585962040959, 6926.540355964429]",STARLINK-1460,45676,"[6924.600859972355, 6926.520625410229]",[-3862.42204216 -1553.94872613 -5535.68927679],0,548.4001178073713,True,0.04977462909524248,0.06638651685474134,15.06329970870553
STARLINK-1458,45675,"[6924.585962040959, 6926.540355964429]",STARLINK-2017,47351,"[6924.559424091778, 6926.526278261513]",[-4371.95615862    46.40639137 -5372.15928962],0,548.3519835368879,True,0.04719345604216331,0.06638651685474134,15.06329970870553
