Satellite 1,NORAD ID 1,Satellite 2,NORAD ID 2,"Conjunction Node Position [eci, km]",Collision Point A or B,Conjunction Point Altitude [km],Will they Collide?,Time Until Collision [days],Synodic Period [days],Collision Frequency [1/days]
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3055,49137,[  299.49844635  2357.10144213 -6527.3690747 ],0,568.378449609294,False,,61.78376305118406,0.016185482246711992
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3057,49139,[  256.1959307   2497.55619861 -6476.67070133],0,568.2714238366525,False,,61.70232824387882,0.01620684386572082
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3119,49145,[  259.95510028  2485.42911543 -6481.19448239],0,568.2807645965913,False,,61.68208025832864,0.016212163983638908
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3071,49147,[  256.48333249  2496.62948226 -6477.01738054],0,568.272138303043,False,,61.73384624764868,0.0161985695170919
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3104,49150,[  255.39076415  2500.15203858 -6475.69874405],0,568.2694219402129,False,,61.7350628761522,0.016198250287784068
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3102,49151,[  255.82007476  2498.76802169 -6476.21711919],0,568.2704893946802,False,,61.676828817188806,0.016213544359811646
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3081,49152,[  256.10564863  2497.84729468 -6476.56177031],0,568.2711993886141,False,,61.730802577869284,0.01619936819610545
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3095,49160,[  258.59975533  2489.80290237 -6479.56614002],0,568.2773979295716,False,,61.72877702397593,0.01619989975844803
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3080,49161,[  258.63976571  2489.67380957 -6479.61425267],0,568.2774973325941,False,,61.616614124519636,0.016229389008281473
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3052,49165,[  258.42505356  2490.36655798 -6479.35602954],0,568.2769638825948,False,,61.65371389714233,0.016219623065502797
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3101,49168,[  299.57670081  2356.8461055  -6527.4578874 ],0,568.3786418842947,True,82.45229668210034,61.82913473104874,0.016173604957434896
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3107,49171,[  258.3289534   2490.67660282 -6479.24043031],0,568.2767251128334,False,,61.805603539209805,0.016179762719501552
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3069,49176,[  255.85924948  2498.64172162 -6476.264406  ],0,568.2705867941049,False,,61.68254099364918,0.01621204288751593
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3043,49179,[  255.76628508  2498.94143848 -6476.15218694],0,568.2703556566694,False,,61.71562820655743,0.016203351226581984
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3050,49180,[  299.52610439  2357.01119726 -6527.40046558],0,568.3785175669218,False,,61.45336183380642,0.016272502759155563
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-3059,49181,[  258.39458052  2490.46487305 -6479.31937506],0,568.2768881701732,False,,61.63419478628336,0.016224759704698034
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-4414,53213,[-803.96587952 -585.61501891 6867.08900402],0,560.7475436826644,False,,61.564809935079325,0.0162430453542293
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-4415,53465,[ -595.2025715  -1348.03778479  6780.93034179],0,561.1993969406458,False,,61.5290049288757,0.016252497519762387
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-4444,53507,[ -595.158684   -1348.19329606  6780.90337757],0,561.1994955183418,False,,61.52494629465206,0.01625356965304532
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-4402,53509,[ -595.24028761 -1347.90413972  6780.95351148],0,561.1993122259373,False,,61.57395632199335,0.016240632561770503
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5574,55362,[-1834.44002028  6634.40555782   877.96632311],0,561.1160934329391,False,,77.0403411224187,0.012980212515037795
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5592,55741,[  182.17795263  2733.80008813 -6382.88754248],0,568.0855960927665,False,,61.798631772978155,0.016181588027281476
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5594,55742,[  182.29765575  2733.42191301 -6383.04641483],0,568.0858995356411,True,18.013616549311788,61.78037908032144,0.016186368793559645
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5601,55744,[  182.27718241  2733.48659483 -6383.01924385],0,568.0858476371614,False,,62.54983139427469,0.015987253326018268
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5577,55751,[  182.09204518  2734.0714857  -6382.77351008],0,568.0853783148214,False,,61.77766301606717,0.016187080429700285
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5613,55752,[  187.49950631  2716.97572952 -6389.92795005],0,568.0990769280488,False,,61.73144691857547,0.016199199110285105
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5612,55754,[  173.82499736  2760.15844502 -6371.74394146],0,568.064398413373,False,,61.71850488633951,0.01620259599356133
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5619,55755,[  187.27824103  2717.67576443 -6389.63613242],0,568.0985167785184,False,,62.00305365548026,0.01612823790190232
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5532,55760,[  178.48362985  2745.46531189 -6377.97293498],0,568.0762264936702,False,,61.68649495080413,0.016211003734245468
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5796,55916,[  209.96793716  2645.66723049 -6419.14625347],0,568.1557895373662,False,,62.56511544863167,0.01598334779420391
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5863,55922,[  206.49775646  2656.70951739 -6414.68721664],0,568.1470521814863,False,,61.65523617114358,0.016219222601372967
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5854,55923,[  210.37495945  2644.37137261 -6419.66797448],0,568.1568138330376,False,,61.65752783384789,0.016218619771696943
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5919,55927,[  211.78728779  2639.87374162 -6421.47620254],0,568.1603671924695,False,,61.74353409419987,0.016196027886488263
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5930,55928,[  206.950022    2655.27098511 -6415.2694706 ],0,568.148191363669,False,,61.87788935822399,0.016160861502737944
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5896,55930,[  288.03560931  2394.44445898 -6514.24998625],0,568.3502404307392,False,,63.74147208559118,0.015688373162408512
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5927,55934,[  287.98059997  2394.62338269 -6514.18650394],0,568.3501048442868,False,,60.54860782251288,0.016515656362096984
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5913,55937,[  287.87264486  2394.97451031 -6514.06190619],0,568.3498387517457,False,,61.62711007092784,0.016226624919602438
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5918,55939,[  287.97349612  2394.64648855 -6514.17830553],0,568.3500873346202,False,,61.685880829897116,0.016211165124764382
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5864,55940,[  287.91326642  2394.84238856 -6514.10879233],0,568.349938878473,False,,61.684068819967635,0.016211641338359506
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5914,55941,[  285.92093146  2401.32073113 -6511.80598587],0,568.3450267347398,False,,61.98519369723358,0.016132884973861592
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5899,55949,[  291.36549067  2383.60863953 -6518.08343291],0,568.3584441078956,False,,61.733664159719005,0.016198617295950114
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5908,55951,[  288.19464861  2393.92715162 -6514.43349385],0,568.3506324177342,False,,63.570395817339595,0.015730592631094456
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5889,55953,[  291.38099069  2383.55817756 -6518.10123401],0,568.3584822771854,False,,61.67227214346338,0.016214742302242055
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5892,55954,[  292.36440578  2380.35612486 -6519.22983003],0,568.3609036390135,False,,61.76176006251324,0.016191248419537146
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5883,55956,[  290.6606003   2385.90325988 -6517.27347642],0,568.3567081221827,False,,61.76469632413853,0.016190478695985843
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6121,56129,[-1799.18264446  6680.29083361   539.32351867],0,561.3237183134934,False,,77.2528297348976,0.012944509650088165
SHIJIAN 6 01B (SJ-6 01B),28414,LUMELITE 4,56309,[-1736.7040528   6718.80831906    18.63718172],0,561.6594685763048,False,,49.87065610403841,0.02005187174425448
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6339,56771,[  209.96859643  2645.66513164 -6419.14709874],0,568.1557911965547,False,,61.70738090942921,0.01620551683222055
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6072,56806,[  206.86242784  2655.54961205 -6415.15672648],0,568.1479707389926,False,,61.82343247263438,0.016175096723117753
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30073,56840,[-1794.2520735   6685.07592103   494.99397876],0,561.3515267763523,False,,77.327685331443,0.01293197896346937
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5536,57062,[-1798.64116657  6680.83363991   534.42311187],0,561.3267852649515,False,,77.00579136217449,0.012986036274814565
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-5838,57073,[-1791.72179767  6687.39695933   472.49463072],0,561.3656963687499,False,,77.12496673990114,0.012965969935162941
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6253,57083,[-1795.85311707  6683.56060124   509.31715258],0,561.3425258107254,False,,77.27253085663453,0.01294120936527008
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6232,57085,[-1801.41800658  6678.00376764   559.63944675],0,561.3110223858012,False,,77.20165962846632,0.012953089413006262
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6247,57086,[-1795.25786249  6684.12825446   503.98399277],0,561.3458755048296,False,,77.2648495300142,0.012942495922567496
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6251,57087,[-1801.76521646  6677.64178363   562.80755194],0,561.3090453080458,False,,77.36992714035365,0.012924918465878099
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6259,57089,[-1797.74261916  6681.72486765   526.30887856],0,561.3318675109167,False,,77.11893705818304,0.012966983702661014
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6254,57090,[-1796.80609196  6682.64120929   517.87497372],0,561.3371551324026,False,,77.0637983544096,0.012976261504800067
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6262,57091,[-1797.3932881   6682.06816226   523.16020398],0,561.3338409523931,False,,77.28830973118644,0.012938567339330648
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6225,57092,[-1802.24019597  6677.14362784   567.14698989],0,561.3063384565548,False,,77.3061910344387,0.01293557458489341
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6229,57093,[-1803.16538799  6676.16339971   575.61794963],0,561.3010584602252,False,,77.38842402277744,0.012921829235153746
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-6235,57094,[-1803.29720285  6676.0226745    576.82681657],0,561.3003053995344,True,11.269796275439457,77.17588235342485,0.012957415833880942
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30309,57632,[-1789.31470948  6689.5227693    451.24326173],0,561.3791142837217,False,,77.024538714758,0.012982875544419181
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30324,57640,[-1791.87568447  6687.25834751   473.85826927],0,561.3648365166728,False,,77.3214697861396,0.012933018510458485
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30312,57641,[-1792.2177174   6686.94908983   476.89130988],0,561.3629245027278,False,,77.10787879914561,0.01296884333447752
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30263,57642,[-1798.08643157  6681.38525502   529.41104245],0,561.329923936165,False,,77.3928884040392,0.012921083844026801
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30280,57643,[-1799.15943716  6680.31418677   539.11332623],0,561.3238498273859,True,14.068611135649933,77.07766363853767,0.012973927241614197
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30247,57644,[-1793.59487924  6685.68739613   489.13416403],0,561.3552135626969,False,,76.93270731301183,0.012998372667834964
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30439,57867,[-1848.2618296   6609.59503718  1023.38312544],0,561.0295695974091,False,,76.92421921281218,0.012999806955901402
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30282,57883,[-1841.88953966  6621.59670482   955.29620939],0,561.0698832932476,False,,76.85537028866307,0.013011452501550305
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30867,58231,[-1831.55878612  6639.03101915   848.6673727 ],0,561.1337189695341,False,,77.12900295249894,0.01296529141723594
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30853,58236,[-1825.4271633   6648.30424689   787.37392432],0,561.1707994815115,False,,77.03281867374696,0.012981480065467257
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30817,58238,[-1825.61923339  6648.02513712   789.27281332],0,561.1696465010482,False,,77.07364511581173,0.012974603685830465
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30847,58239,[-1825.86739407  6647.66345348   791.72821473],0,561.1681560127663,False,,78.23384076465283,0.012782192338073402
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30864,58243,[-1825.30719792  6648.47821243   786.18856966],0,561.1715193497848,False,,77.8439187339198,0.012846218641922747
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30886,58246,[-1826.00382643  6647.46409653   793.07908238],0,561.1673361952953,False,,75.95467435553338,0.013165746657264799
SHIJIAN 6 01B (SJ-6 01B),28414,STARLINK-30850,58247,[-1818.56168438  6657.82138453   720.35155947],0,561.2116668533754,False,,77.41602457982337,0.012917222311885877
COSMOS 2409,28420,GONETS-M 25,54152,[-204.73063359 1016.40318668 7797.17844012],0,1487.8109370445645,False,,41.06496107072323,0.024351660732802642
RITE TARGET 1,28454,STRAND 1,39090,[ -827.87794978 -2303.76433768 -6711.71066713],0,766.212490022348,False,,84.93408097590665,0.011773836703827655
RITE TARGET 1,28454,YUNHAI 1-04,58073,[-1258.83146465   249.75416528  7039.5723483 ],0,777.6000898892216,False,,51.514951048850584,0.01941184024520804
JB-3 C,28470,POPSAT HIP 1,40028,[1340.67503521 3324.29077398 5932.63094263],0,553.4088468010104,False,,9.854114075410846,0.10148045703015744
JB-3 C,28470,FLOCK 3S 1,43769,[ -594.05053906  1523.95317999 -6685.77408068],0,504.9430039494573,False,,12.339809844633368,0.08103852592468465
JB-3 C,28470,STARLINK-1071,44934,[  -27.66594908 -4216.69444516  5492.96055834],0,546.8749551196106,False,,16.537640658470455,0.06046811759014775
JB-3 C,28470,STARLINK-1169,45061,[  -97.15351238 -4466.23324479  5290.03228604],0,545.9526131501307,False,,16.48079208589373,0.060676695318298564
JB-3 C,28470,STARLINK-1585,46117,[  -48.70085967 -4293.21731156  5432.86295914],0,546.600103313991,False,,16.533003653209164,0.06048507706014409
JB-3 C,28470,STARLINK-1621,46127,[  -48.11009789 -4291.07982236  5434.56654991],0,546.6078740122084,False,,16.519778945137162,0.06053349765278576
JB-3 C,28470,STARLINK-1625,46131,[  -43.33949014 -4273.79418737  5448.29025356],0,546.670515945003,False,,16.496954726303965,0.06061724824918905
JB-3 C,28470,STARLINK-1597,46142,[  -13.18844258 -4163.53146788  5533.65291199],0,547.061932527894,False,,16.532814205241536,0.060485770152970186
JB-3 C,28470,STARLINK-1606,46144,[  -48.53869592 -4292.6306391   5433.33068452],0,546.6022366626412,False,,16.539920342751287,0.06045978331680754
JB-3 C,28470,STARLINK-1631,46151,[  -43.31449284 -4273.70349755  5448.36200733],0,546.6708436681101,False,,16.551920194523202,0.06041595103454438
JB-3 C,28470,STARLINK-1598,46160,[  -48.74885547 -4293.39094     5432.72451272],0,546.5994718611018,False,,16.51071987884252,0.06056671104216595
JB-3 C,28470,STARLINK-1633,46171,[  -47.92315022 -4290.40326971  5435.10546458],0,546.6103324435044,False,,16.516198672560396,0.060546619705015736
JB-3 C,28470,STARLINK-1547,46347,[  -44.20625658 -4276.93805772  5445.80122551],0,546.6591490427318,False,,16.505451608106007,0.060586042947706385
JB-3 C,28470,STARLINK-1575,46349,[  -48.450953   -4292.31318354  5433.58373088],0,546.6033908728805,False,,16.500637416211934,0.060603719406469504
JB-3 C,28470,STARLINK-1726,46362,[  -43.81352274 -4275.51374243  5446.92925271],0,546.6643002063292,False,,16.54761841526002,0.0604316569856247
JB-3 C,28470,STARLINK-1651,46366,[  -44.48685953 -4277.95552934  5444.99501892],0,546.6554678005677,False,,16.532910000152707,0.06048541968659864
JB-3 C,28470,STARLINK-1769,46382,[  -44.15230309 -4276.74240393  5445.95621693],0,546.6598567839037,False,,16.523896786992026,0.06051841238727792
JB-3 C,28470,STARLINK-1928,46758,[  -27.95291084 -4217.74411977  5492.14846303],0,546.871230939525,False,,16.503361226202525,0.060593717018827147
JB-3 C,28470,STARLINK-1931,46790,[  -17.68480452 -4180.08581158  5521.07335506],0,547.0040531708992,False,,16.52674805041356,0.06050797149866252
JB-3 C,28470,STARLINK-1846,47136,[  -31.86597183 -4232.04183585  5481.05315767],0,546.8203772896186,False,,16.51245649858493,0.060560341223954005
JB-3 C,28470,STARLINK-1880,47165,[  -31.58236576 -4231.00657498  5481.85865203],0,546.8240673877526,False,,16.51176377931448,0.06056288191651425
JB-3 C,28470,STARLINK-1891,47174,[  -31.54772902 -4230.88012819  5481.95701251],0,546.8245180116082,False,,16.505593728160317,0.06058552127657744
JB-3 C,28470,STARLINK-2356,47896,[  -97.32271272 -4466.82946985  5289.52273526],0,545.9503168321007,False,,16.5240148286084,0.060517980065515155
JB-3 C,28470,STARLINK-2273,47993,[  -48.32956745 -4291.87398384  5433.93376782],0,546.6049875251092,False,,16.503511404943527,0.06059316562779822
JB-3 C,28470,STARLINK-2298,48022,[  -45.69689304 -4282.34139479  5441.5160905 ],0,546.6395856210056,False,,16.49840950801704,0.060611903196733714
JB-3 C,28470,STARLINK-2292,48023,[  -49.84648847 -4297.36049737  5429.5566909 ],0,546.5850255740515,False,,16.48748622550644,0.060652059769607684
JB-3 C,28470,STARLINK-2299,48029,[  -44.03463256 -4276.31567093  5446.29422102],0,546.6614002544757,False,,16.533277033440477,0.06048407693026516
JB-3 C,28470,STARLINK-2286,48033,[  -44.20331661 -4276.92739654  5445.8096713 ],0,546.6591876087232,False,,16.522513005051557,0.0605234808829784
JB-3 C,28470,STARLINK-2288,48034,[  -43.90615861 -4275.84972879  5446.66321622],0,546.6630852971775,False,,16.551540154558356,0.06041733824538354
JB-3 C,28470,STARLINK-2563,48410,[  -48.63692151 -4292.98600356  5433.04738277],0,546.6009444805622,False,,16.536411953859147,0.060472610551204085
JB-3 C,28470,STARLINK-3317,50156,[ -529.749209   -5800.94169422  3730.50652226],0,539.2420571197272,False,,27.66113138611979,0.036151811219905294
JB-3 C,28470,STARLINK-3296,50168,[ -530.66901278 -5803.34622756  3726.60391045],0,539.2258704930282,False,,27.672394227200243,0.03613709720198559
JB-3 C,28470,STARLINK-3279,50185,[ -528.37707588 -5797.35093727  3736.32323016],0,539.2661871865294,False,,27.725376525992836,0.036068040376746165
JB-3 C,28470,STARLINK-3269,50194,[ -690.72276913 -6189.3510755   3003.64897362],0,536.265820478513,False,,42.096132904193844,0.023755151150721843
JB-3 C,28470,IPERDRONE.0,60520,[ -672.57991676  1124.77585748 -6756.49397006],0,504.41928695063325,True,36.765192694169635,11.255973048313564,0.08884171947709361
SHIYAN 2 (SY-2),28479,WEINA 2,47303,[ 1221.82641009 -1532.93734908 -6785.39791781],0,684.8876244523608,False,,54.97282145815027,0.018190807265755504
SWIFT,28485,NETSAT-4,46504,[-4601.13150885 -4899.17323022  1466.37415512],0,501.1396747137951,True,57.919348185891124,49.62581736128306,0.020150801602316325
SWIFT,28485,HAWK-2C,47502,[ 4489.23023583 -4772.07559109  2082.68865967],0,496.84440627371623,False,,67.37912573894582,0.014841391737174024
SWIFT,28485,SHERPA-AC1,52763,[5851.4205342  3511.78709291 -864.8757762 ],0,500.9374878879489,False,,38.1028084094697,0.026244784616754648
SWIFT,28485,TROPICS-07,56754,[ 6729.12111374 -1094.67384911   893.46773515],0,497.8756819055825,False,,26.81252987286256,0.03729599574309912
SWIFT,28485,AETHER-1,58281,[ 6390.10607846 -2194.63732409  1273.3219935 ],0,497.4081753245255,False,,35.43217109591317,0.02822293890185415
HELIOS 2A,28492,STARLINK-6083,56109,[  817.23027976  5010.48821531 -4728.74011587],0,559.8556175075018,False,,42.062562139097295,0.023774110495054616
HELIOS 2A,28492,STARLINK-6121,56129,[  385.52632187  6768.43653863 -1480.10592907],0,561.0977283502061,False,,42.72846716173019,0.023403601075014727
HELIOS 2A,28492,STARLINK-6242,56424,[  815.11151325  5027.10923948 -4711.43388564],0,559.8558174339032,False,,42.76272983096401,0.02338484946945345
HELIOS 2A,28492,STARLINK-30073,56840,[  391.25905525  6759.03685142 -1520.86909616],0,561.0709475248759,False,,42.75135696637849,0.023391070388395933
HELIOS 2A,28492,STARLINK-6243,57080,[  421.80186778  6704.27283778 -1738.84511126],0,560.9317203769751,False,,42.684099050442555,0.023427928016431492
HELIOS 2A,28492,STARLINK-6184,57081,[  419.6500172   6708.39356798 -1723.44319971],0,560.9413358592537,False,,42.69962589203599,0.023419408931789083
HELIOS 2A,28492,STARLINK-6253,57083,[  389.41773768  6762.08582525 -1507.77113788],0,561.0795273338563,False,,42.73449341381721,0.02340030079019664
HELIOS 2A,28492,STARLINK-5778,57149,[  510.13158689  6498.60983911 -2377.28957096],0,560.5639566956406,False,,42.86801839370503,0.02332741371005023
HELIOS 2A,28492,STARLINK-6297,57352,[  491.22244477  6548.87847929 -2239.55120476],0,560.6380814639606,False,,42.72114569114299,0.023407611940691034
HELIOS 2A,28492,STARLINK-6293,57354,[  491.93157241  6547.05724843 -2244.70575102],0,560.6352544858055,False,,42.717511217434584,0.023409603497496437
HELIOS 2A,28492,STARLINK-6276,57355,[  490.93527367  6549.61461169 -2237.46403823],0,560.6392273210749,False,,42.34632830208368,0.023614798262233148
HELIOS 2A,28492,STARLINK-5600,57357,[  503.0378678   6517.88613389 -2325.54609548],0,560.5914559812891,False,,42.67487915826006,0.023432989611792306
HELIOS 2A,28492,STARLINK-6299,57358,[  480.60178367  6575.56993947 -2162.45089594],0,560.6808530642938,False,,42.701869113622,0.02341817865956124
HELIOS 2A,28492,STARLINK-6347,57359,[  491.16534755  6549.02490617 -2239.13620984],0,560.6383092432852,False,,42.73840673624851,0.023398158152485634
HELIOS 2A,28492,STARLINK-6348,57360,[  496.93777531  6534.059405   -2281.11907135],0,560.6154006594043,False,,42.75366451203779,0.023389807900991468
HELIOS 2A,28492,STARLINK-5007,57365,[  509.66900928  6499.8823204  -2373.91276782],0,560.5657384870065,False,,42.742235837985945,0.023396062007389855
HELIOS 2A,28492,STARLINK-6218,57368,[  502.16210013  6520.23086136 -2319.16398824],0,560.5948768180087,False,,42.74808032725354,0.023392863313267
HELIOS 2A,28492,STARLINK-6367,57376,[  511.23357564  6495.56968406 -2385.33554807],0,560.5597184267936,False,,42.67102494435465,0.02343510617108576
HELIOS 2A,28492,STARLINK-6358,57377,[  499.40547258  6527.5613329  -2299.08373492],0,560.6056813339274,True,89.76008426399503,42.768448187081475,0.023381722797743625
HELIOS 2A,28492,STARLINK-6361,57379,[  503.52274399  6516.58465547 -2329.08016567],0,560.5895644404645,False,,42.72538077861962,0.023405291697257708
HELIOS 2A,28492,STARLINK-30306,57633,[  425.48898503  6697.11812237 -1765.25174201],0,560.9153139363534,False,,42.61568639182533,0.023465537802338978
HELIOS 2A,28492,STARLINK-30311,57637,[  446.32237703  6654.43126568 -1914.84287894],0,560.8242797275316,False,,42.643636993041525,0.023450157409490597
HELIOS 2A,28492,STARLINK-30324,57640,[  393.97667104  6754.48503353 -1540.20931073],0,561.0583227339785,False,,42.749457093107644,0.023392109935385045
HELIOS 2A,28492,STARLINK-30280,57643,[  385.56344326  6768.3765519  -1480.36973449],0,561.0975542865908,False,,42.67482624540676,0.023433018666540757
HELIOS 2A,28492,STARLINK-30247,57644,[  392.03882134  6757.73712391 -1526.41730993],0,561.0673204240102,False,,42.63035407602218,0.02345746409276152
HELIOS 2A,28492,STARLINK-30243,57648,[  413.00499531  6720.86492071 -1675.92455942],0,560.9712160687222,False,,42.56127066881688,0.023495539120091734
HELIOS 2A,28492,STARLINK-30366,57749,[  814.01085976  5035.68948463 -4702.45287824],0,559.8559611386472,True,42.87718327321202,42.29749713408815,0.023642060825251193
HELIOS 2A,28492,STARLINK-30368,57752,[  814.91794127  5028.62091086 -4709.85394155],0,559.8558407426926,False,,42.554224852456805,0.023499429339088676
HELIOS 2A,28492,STARLINK-30389,57783,[  765.63188709  5379.91458172 -4313.30462897],0,559.8865597065942,False,,42.45049908450841,0.02355684907282829
HELIOS 2A,28492,STARLINK-30374,57809,[  502.09072334  6520.42162342 -2318.64389149],0,560.5951558721808,True,4.2050740563768425,41.97578370055945,0.023823259790303145
HELIOS 2A,28492,STARLINK-30386,57816,[  495.96456027  6536.6055491  -2274.03695916],0,560.6192460137181,False,,42.645407294456064,0.023449183943659996
HELIOS 2A,28492,STARLINK-30390,57819,[  500.64664247  6524.27016243 -2308.12325998],0,560.6008096953665,False,,42.74051484103052,0.02339700407726509
HELIOS 2A,28492,STARLINK-30377,57825,[  498.93903383  6528.794214   -2295.68730441],0,560.6075150444849,False,,42.52221223049145,0.0235171207598397
HELIOS 2A,28492,STARLINK-30772,58135,[  768.01666918  5364.32422107 -4332.25240848],0,559.8840350427845,False,,42.113099806779246,0.02374558046280466
HELIOS 2A,28492,STARLINK-31080,58603,[  815.94419393  5020.59352853 -4718.23248464],0,559.8557267689139,False,,42.217354937572416,0.023686941104640934
NANOSAT(1),28493,ION SCV-013,58300,[  -28.71679993  1065.61885746 -6933.87815276],0,637.3427885811207,False,,42.94267840762226,0.023286856737434
PARASOL,28498,HJ-1B,33321,[  589.37017037  2908.28733298 -6369.99417621],0,649.2553827135544,False,,11.49501274093793,0.08699424894403426
TATIANA,28523,COSMOS 2517 (GEO-IK),41579,[-1096.68655583  -592.08066597  7210.8375686 ],0,939.7496101907345,False,,50.50775438006143,0.019798940029588062
CARTOSAT-1,28649,MCUBED-2,39469,[ 3845.77457914 -5405.30105602  2168.26463967],0,601.157052784738,False,,13.923448184247006,0.07182128929322266
HAMSAT,28650,GRUS-1E,47935,[  701.10644582 -1233.3605244  -6794.42989314],0,562.9657832567536,False,,37.11375535668514,0.026944187953749452
HAMSAT,28650,GRUS-1D,47936,[  700.00674956 -1237.79688429 -6793.72718187],0,562.9566774240284,False,,37.75629554321004,0.026485649230485395
HAMSAT,28650,STARLINK-4383,53473,[-1332.75823019 -1701.69465832  6593.586068  ],0,560.8317782148006,False,,64.6726899278441,0.015462477300939683
HAMSAT,28650,STARLINK-4412,53477,[-1332.66005821 -1701.15609604  6593.7460213 ],0,560.832862035265,False,,64.65022074024773,0.01546785128573357
HAMSAT,28650,STARLINK-4440,53671,[  640.40212942 -1475.59549295 -6751.48884629],0,562.4681821712056,False,,63.517884860946474,0.015743597290577335
HAMSAT,28650,STARLINK-5301,55270,[  11.53116977 3782.75733735 5830.45623807],0,572.0795668270139,False,,58.92707942336002,0.016970126634234268
HAMSAT,28650,STARLINK-5291,55273,[  17.14748678 3800.38637343 5819.0109921 ],0,572.1165134059438,False,,58.871151837381305,0.016986248252153814
