Satellite 1,NORAD ID 1,Altitude Range [km],Satellite 2,NORAD ID 2,Altitude Range [km],"Conjunction Node Position [eci, km]",Collision Point A or B,Conjunction Point Altitude [km],Will they Collide?,Time Until Collision [days],Synodic Period [days],Collision Frequency [1/days]
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3792,52339,"[6917.203871925362, 6919.033022442798]",[-3750.28624906  1846.1774572   5511.30736381],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3849,52343,"[6917.148153700469, 6919.099064558242]",[-3788.78959661  1880.64204959  5473.25913247],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3852,52345,"[6917.167579606859, 6919.057607967483]",[-3720.8158301   1819.88530156  5539.89860387],0,,False,,41.358348615723514,0.02417891510348705
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3826,52347,"[6917.104030826191, 6919.1670188396965]",[-3720.45160497  1819.56082166  5540.2491258 ],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3829,52348,"[6917.139392573216, 6919.094452415513]",[-3720.60672692  1819.6990149   5540.0998484 ],0,,False,,41.358348615723514,0.02417891510348705
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3754,52350,"[6917.158735851529, 6919.106882050531]",[-3720.85424846  1819.91952825  5539.86162691],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3807,52353,"[6917.071586687689, 6919.144251820297]",[-3720.84687496  1819.91295923  5539.86872382],0,539.0105423951227,True,3.3318128464809913,41.358348615723514,0.02417891510348705
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3877,52355,"[6917.055168958294, 6919.16104106546]",[-3720.64466773  1819.73281548  5540.0633352 ],0,,False,,41.358348615723514,0.02417891510348705
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3821,52357,"[6917.131525064334, 6919.074128338071]",[-3721.31101014  1820.3264643   5539.42194349],0,,False,,41.42452197350867,0.024140290638465508
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3837,52358,"[6917.11330851307, 6919.144471155125]",[-3720.65812148  1819.74480115  5540.05038748],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3853,52359,"[6917.146059940791, 6919.081748211151]",[-3720.8194764   1819.88855002  5539.8950944 ],0,,False,,41.358348615723514,0.02417891510348705
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3824,52360,"[6917.126466962412, 6919.117502469614]",[-3750.37805387  1846.25947814  5511.21758458],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3728,52361,"[6917.158644005879, 6919.119244582691]",[-3720.93906812  1819.99509406  5539.77998683],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3848,52362,"[6917.132446857459, 6919.098575285705]",[-3750.4553844   1846.32856792  5511.1419568 ],0,,False,,41.358348615723514,0.02417891510348705
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3808,52366,"[6917.224332437947, 6919.028579817705]",[-3750.00425373  1845.92551941  5511.58310935],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3834,52368,"[6917.187761909843, 6919.01552436396]",[-3736.08479093  1833.49825665  5525.14196521],0,,False,,41.42452197350867,0.024140290638465508
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3762,52374,"[6917.163883450029, 6919.073284179162]",[-3750.85999074  1846.69006574  5510.74620799],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3805,52377,"[6917.251453616633, 6919.005891047937]",[-3741.98146141  1838.76074933  5519.41050724],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3800,52379,"[6917.15086462252, 6919.100392424639]",[-3750.90244432  1846.72799695  5510.70467877],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3803,52381,"[6917.134402623538, 6919.106066890444]",[-3750.70619504  1846.55265443  5510.89664704],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3799,52382,"[6917.096368897794, 6919.128910391321]",[-3750.28880358  1846.17973947  5511.30486572],0,,False,,41.358348615723514,0.02417891510348705
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3980,52611,"[6917.167389277379, 6919.022822384763]",[-5123.07539526  4111.77716708 -2171.03296991],0,,False,,41.42452197350867,0.024140290638465508
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4282,53019,"[6917.079327168539, 6919.1907419810905]",[-5204.64688291  4131.47209835 -1926.32244617],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4102,53143,"[6917.418874280119, 6918.839858051929]",[-3903.19337033  1983.83695422  5355.3794042 ],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4056,53242,"[6917.08061303411, 6919.179573704438]",[-3720.83973798  1819.90660093  5539.87559306],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4047,53243,"[6917.157810688167, 6919.119794852632]",[-3727.18781803  1825.56378876  5533.75519566],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4059,53250,"[6917.242244674722, 6919.01328538257]",[-3727.80458122  1826.11360986  5533.15943563],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4129,53251,"[6917.18354244613, 6919.056969411435]",[-3724.63969722  1823.29257952  5536.21444275],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4133,53253,"[6917.098838346855, 6919.152137991744]",[-3727.67654461  1825.99946739  5533.2831284 ],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4134,53254,"[6917.176868766357, 6919.086273079931]",[-3728.13635874  1826.40939044  5532.83887439],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4147,53256,"[6917.123773314384, 6919.131413942055]",[-3727.59622075  1825.92786073  5533.3607228 ],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4136,53260,"[6917.19407476358, 6919.055050270897]",[-3728.41136409  1826.6545656   5532.57312253],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4085,53262,"[6917.102596707983, 6919.150362145893]",[-3728.14278665  1826.41512103  5532.83266322],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4130,53263,"[6917.124331040183, 6919.094608617192]",[-3728.12635915  1826.40047564  5532.84853676],0,,False,,41.358348615723514,0.02417891510348705
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-3950,53264,"[6917.209283796859, 6919.030132904098]",[-3728.11435759  1826.38977606  5532.86013353],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4060,53267,"[6917.080761880072, 6919.154813592835]",[-3728.4864096   1826.72147195  5532.50059534],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4051,53273,"[6917.275391467375, 6918.978634337951]",[-3786.03459745  1878.17169369  5476.00803749],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4050,53274,"[6917.294439327394, 6918.914659412856]",[-3786.64057139  1878.71500129  5475.4037568 ],0,,False,,41.42452197350867,0.024140290638465508
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4179,53275,"[6917.135082640203, 6919.092908901006]",[-3786.00265985  1878.14305979  5476.03988034],0,,False,,41.358348615723514,0.02417891510348705
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4178,53277,"[6917.237609709063, 6919.022487261572]",[-3764.0128242   1858.44929235  5497.83400791],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4180,53278,"[6917.146905888321, 6919.136563451213]",[-3785.82665556  1877.98526346  5476.21535252],0,,False,,41.15982854236804,0.024295533665079434
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4164,53282,"[6917.189824855012, 6919.081243110004]",[-3787.94638487  1879.88588589  5474.10091588],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4107,53287,"[6917.101536302951, 6919.139614624483]",[-3786.8495858  1878.9024082  5475.1952803],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4159,53292,"[6917.144901692307, 6919.314458519989]",[-3785.45220349  1877.64955827  5476.58861672],0,,False,,40.696615037871936,0.02457206819460066
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-4790,53859,"[6916.9087084260655, 6919.273311933345]",[-5223.67148765  4135.44587092 -1865.46923836],0,,False,,41.49069533129382,0.024101789377479123
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5134,53976,"[6917.149326665659, 6919.096086395276]",[-3733.36749304  1831.07420594  5527.7769923 ],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5094,53977,"[6917.237045137348, 6919.017771132202]",[-3857.57718535  1942.5446356   5403.268933  ],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5149,53981,"[6917.123497623709, 6919.113148453415]",[-3728.64025296  1826.85863153  5532.35190534],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5120,53982,"[6917.198143643266, 6919.084028903384]",[-3792.42599072  1883.90376914  5469.62447732],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5113,53988,"[6917.182880408842, 6919.133801060929]",[-3793.39451205  1884.77269785  5468.65520728],0,,False,,41.09365518458288,0.02433465690769631
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5121,53993,"[6917.1784165842955, 6919.090588960862]",[-3750.21406407  1846.11296567  5511.37795299],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5097,53995,"[6917.1658579933855, 6919.10708708758]",[-3792.27155521  1883.76522189  5469.77898505],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5131,53996,"[6917.1347322568845, 6919.128537794099]",[-3791.6261063   1883.18619952  5470.42459548],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5130,53997,"[6917.208830121924, 6919.055971472936]",[-3729.21805552  1827.37379145  5531.79334744],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5128,53998,"[6917.243024289149, 6919.016832802828]",[-3791.27551287  1882.87170306  5470.77518174],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5088,54000,"[6917.150514523405, 6919.097274587332]",[-3729.23706485  1827.39074037  5531.77496829],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5109,54002,"[6917.051440814698, 6919.19744301658]",[-3728.30715597  1826.56166031  5532.67382886],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5114,54003,"[6917.212055539782, 6919.045359647294]",[-3791.50045192  1883.07348121  5470.55025497],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5129,54004,"[6917.137856914792, 6919.099835419564]",[-3790.92929965  1882.56114655  5471.12132235],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5135,54005,"[6917.155834540794, 6919.038940649696]",[-3791.0729124   1882.68996724  5470.97774762],0,,False,,41.42452197350867,0.024140290638465508
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5096,54006,"[6917.127820981094, 6919.095331913436]",[-3790.15053259  1881.86262421  5471.89968814],0,539.1120336226604,True,2.4717348547478575,41.358348615723514,0.02417891510348705
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5145,54008,"[6917.117384474381, 6919.163770457195]",[-3726.99937798  1825.39580805  5533.93717906],0,,False,,41.22600190015319,0.024256536018747044
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5124,54011,"[6917.1358310328405, 6919.099192782721]",[-3729.06355273  1827.23603633  5531.94272132],0,,False,,41.358348615723514,0.02417891510348705
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5098,54013,"[6917.148268430361, 6919.089492588231]",[-3728.694632    1826.90711383  5532.2993449 ],0,,False,,41.292175257938354,0.024217663364870846
SPAWAR-CAL-O,43766,"[6901.846015859235, 6919.61488599466]",STARLINK-5055,54015,"[6917.0667280762045, 6919.15184621535]",[-3728.68909221  1826.90217475  5532.3046995 ],0,,False,,41.358348615723514,0.02417891510348705
CORVUS BC4,43767,"[6923.571040636049, 6937.660982988062]",EAGLET 1,43790,"[6919.368426652082, 6937.192120483864]",[-549.70413899 -720.90858872 6868.73602213],0,,False,,66.459182961544,0.015046829579271849
AISTECHSAT-2,43768,"[6924.329902289435, 6930.34283025536]",ICEYE-X2,43800,"[6915.823988764634, 6932.2769174513105]",[-558.6419882  -716.14456154 6869.23823231],0,,False,,66.41201469216242,0.01505751639421375
AISTECHSAT-2,43768,"[6924.329902289435, 6930.34283025536]",STARLINK-31098,58716,"[6929.146102044587, 6931.065741384903]",[-5298.0152603   4304.518323    1195.01403138],0,,False,,66.41201469216242,0.01505751639421375
FLOCK 3S 1,43769,"[6876.408124735351, 6888.6659231750145]",HAWK-7A,56191,"[6871.7350941876575, 6884.586249587012]",[ 4394.7296078  -2452.2473649  -4687.60606711],0,,False,,65.76882392878846,0.015204772417441358
FLOCK 3S 1,43769,"[6876.408124735351, 6888.6659231750145]",PICO-01A003,58326,"[6871.857837699905, 6883.8652083468]",[-432.59153191 -795.11657886 6823.470961  ],0,,False,,64.51921627414147,0.015499258325628299
FLOCK 3S 1,43769,"[6876.408124735351, 6888.6659231750145]",TIANMU-1 20,58661,"[6879.778510290675, 6893.259559953829]",[-163.42872122 -989.79894519 6809.45168619],0,,False,,65.76882392878846,0.015204772417441358
FLOCK 3S 1,43769,"[6876.408124735351, 6888.6659231750145]",LEMUR 2 CAEL,58903,"[6877.340778731812, 6895.216180409081]",[ 1563.79167344 -2176.85395824  6337.56090804],0,502.9105813337728,True,46.64253050695012,65.76882392878846,0.015204772417441358
AO-95,43770,"[6906.69612495936, 6924.814020098371]",FORMOSAT7-4/COSMIC2-4,44350,"[6920.843878651702, 6922.038519402653]",[-5356.57583371  3380.34185125  2789.63353104],0,,False,,53.79137882538966,0.018590339601557076
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3147,49410,"[6917.282686889304, 6918.979012573659]",[-4042.92834078  2043.48863754  5227.75006815],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3162,49411,"[6917.070813504318, 6919.19329641878]",[-3864.25498217  1884.55932326  5418.57761071],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3131,49427,"[6917.261819628552, 6919.013492083014]",[-4047.86844913  2047.92703606  5222.20223752],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3079,49433,"[6916.7921655995415, 6919.444572182174]",[-3770.14287585  1802.01789973  5511.89274363],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3125,49451,"[6917.130520878862, 6919.055134303497]",[-3915.77458072  1930.07686336  5365.45285287],0,538.9846254893564,True,8.304277927938312,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3124,49456,"[6917.096166502725, 6919.153616845509]",[-3868.00648929  1887.86567164  5414.75905731],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3132,49457,"[6916.915424588869, 6919.266191845501]",[-3863.89064237  1884.23828353  5418.94804983],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3234,50815,"[6917.144793217968, 6919.086016400558]",[-3992.63214034  1998.44010352  5283.37498598],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3329,50827,"[6917.193798056075, 6919.069995426471]",[-4027.00064908  2029.19539343  5245.53352643],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3328,50832,"[6916.98662597774, 6919.259921285456]",[-3863.66952848  1884.04345377  5419.17282979],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3331,50834,"[6917.077963669047, 6919.31392459819]",[-3874.266548    1893.38571168  5408.36985608],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3310,50835,"[6917.075646452767, 6919.171837946653]",[-3873.28486009  1892.51983914  5409.3732261 ],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3318,50837,"[6917.281909220056, 6918.942256119896]",[-4035.93487218  2037.20965697  5235.57777963],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3320,50839,"[6917.080736133997, 6919.163090829954]",[-3880.87658948  1899.21818824  5401.59992927],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3295,50840,"[6917.07537583859, 6919.156345089418]",[-3880.65801982  1899.02526677  5401.82417314],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3300,50841,"[6917.099992640461, 6919.132535198801]",[-3881.26078477  1899.55731036  5401.20569571],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3230,50845,"[6917.045185579087, 6919.188418164307]",[-3867.34674984  1887.28412649  5415.43114849],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3830,52363,"[6916.74657334045, 6919.434943409155]",[-3741.54759967  1777.08772757  5539.32714755],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3820,52364,"[6916.873753580021, 6919.367044171775]",[-3775.19575307  1806.43024397  5507.00132983],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3793,52380,"[6917.072712123025, 6919.17720573553]",[-3864.06958442  1884.39595768  5418.76612126],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-3811,52383,"[6917.085591671472, 6919.116746174668]",[-3880.65742572  1899.02474238  5401.82478263],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4150,53134,"[6917.08641653076, 6919.116187452764]",[-3951.45825163  1961.74689605  5327.77502546],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4023,53135,"[6917.118443341054, 6919.159294307357]",[-3952.01265935  1962.23989096  5327.18381904],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4152,53136,"[6917.071775933923, 6919.076633838499]",[-3951.69583305  1961.95815655  5327.5216966 ],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4103,53141,"[6917.09563490651, 6919.125408533582]",[-3935.94616679  1947.96490671  5344.24422601],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4100,53144,"[6917.13319545475, 6919.132535852924]",[-3935.78344834  1947.82045681  5344.41624535],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4106,53145,"[6917.2077362445025, 6919.053493492548]",[-3943.87312227  1955.00491283  5335.84562291],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4292,53175,"[6917.104261692868, 6919.147876133625]",[-3952.35083567  1962.54062118  5326.82310818],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4131,53246,"[6916.765283353071, 6919.580979817626]",[-3747.36351674  1782.1527067   5533.78116401],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4182,53281,"[6916.97749770053, 6919.286770206842]",[-3814.92949699  1841.20261391  5468.07302083],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4176,53289,"[6916.940648731047, 6919.301111575354]",[-3864.98102458  1885.19911432  5417.83919639],0,538.8735955521206,True,9.165339330122046,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4149,53290,"[6916.940020282884, 6919.2894120404935]",[-3814.39500165  1840.733961    5468.60219985],0,538.7640954317321,True,9.9601572152144,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4146,53294,"[6917.187393060715, 6919.07604301974]",[-3946.61912785  1957.44504941  5332.92773349],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4606,53632,"[6917.18074627303, 6919.032031542702]",[-3945.29939184  1956.2722257   5334.33062428],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4593,53633,"[6917.191113980918, 6919.020261124707]",[-3967.88598088  1976.36732754  5310.18046979],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4592,53634,"[6917.1504448120495, 6919.091669580698]",[-3939.24579154  1950.89461659  5340.75269587],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4396,53637,"[6917.07148995827, 6919.1773670343055]",[-3947.55916713  1958.28054455  5331.92784567],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4594,53638,"[6917.116998709697, 6919.132940325816]",[-3941.6388187   1953.02000693  5338.21654964],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4422,53639,"[6917.175286611247, 6919.112366882737]",[-3937.92173062  1949.71887072  5342.15451995],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4597,53640,"[6917.071566113477, 6919.18851390572]",[-3937.55991051  1949.39760869  5342.53741366],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4694,53708,"[6917.225288272276, 6919.036454934462]",[-4037.90662129  2038.97946025  5233.37390903],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4635,53966,"[6917.101268534899, 6919.162871891821]",[-3944.75627097  1955.78961259  5334.90767235],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4629,53968,"[6917.155514146513, 6919.078750709328]",[-3943.03083314  1954.25658646  5336.73975648],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4468,53969,"[6917.166845524183, 6919.079014702067]",[-3943.87739338  1955.00870764  5335.84108785],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-4639,53971,"[6917.197168380026, 6919.055377096884]",[-3943.50795247  1954.68047184  5336.23332015],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-5156,53973,"[6917.128556924979, 6919.091916610174]",[-3964.48104759  1973.33486754  5313.84028584],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-5148,53978,"[6917.068768330175, 6919.127594348941]",[-3903.97514993  1919.6306947   5377.75133536],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-5123,53979,"[6916.932540479903, 6919.31099074292]",[-3869.19103334  1888.90991781  5413.55173456],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-5147,53985,"[6916.953044715376, 6919.266460616666]",[-3811.80101493  1838.45986799  5471.16823123],0,,False,,66.24554042535672,0.015095355756464344
AO-95,43770,"[6906.69612495936, 6924.814020098371]",STARLINK-5126,54012,"[6916.6801134410625, 6919.538676243012]",[-3746.31372834  1781.23825782  5534.78349985],0,,False,,66.24554042535672,0.015095355756464344
HIBER-2,43774,"[6886.635047535402, 6896.2361956434]",KOSEN-1,49402,"[6888.656534940752, 6911.540020869597]",[  518.73255384   742.97657294 -6829.12627254],0,,False,,34.99099704975617,0.028578779809504413
